2.405620589852333069e-01,2.030185373049760322e+00
2.007751017808914185e-01,1.592961150757353117e+00
3.261039629578590393e-01,1.755463495403705387e+00
4.569075107574462891e-01,8.032164587895436192e-01
4.353434443473815918e-01,1.273566576748469181e+00
3.196624144911766052e-01,9.742373403014346067e-01
4.031412899494171143e-01,1.307539607312985019e+00
5.006989687681198120e-01,1.665775054240130615e+00
6.620608121156692505e-01,1.045792525662120553e+00
6.894346177577972412e-01,1.035995796309020278e+00
5.449978113174438477e-01,5.810263074950348106e-01
4.385260343551635742e-01,6.116561138179847923e-01
4.900386035442352295e-01,8.098654565698470975e-01
4.936666637659072876e-01,3.060572552103071331e-01
4.913665205240249634e-01,-1.773590384587109270e-02
7.931755781173706055e-01,-3.141592653589793116e+00
7.440853863954544067e-01,-3.141592653589793116e+00
9.102530181407928467e-01,-3.141592653589793116e+00
9.132046997547149658e-01,-3.141592653589793116e+00
9.997030794620513916e-01,-1.736113653519408606e+00
8.924832940101623535e-01,-1.002463935023832242e+00
8.878113329410552979e-01,-1.346517549803601055e+00
9.284361600875854492e-01,-1.302388263138823499e+00
9.921600818634033203e-01,-2.700291173280366941e+00
9.490807652473449707e-01,-1.370662766931668219e+00
9.053522646427154541e-01,-1.392707748645071630e+00
9.160471260547637939e-01,-9.731389111874531039e-01
8.795904517173767090e-01,-9.136818008687246362e-01
7.975293397903442383e-01,-7.314891874493572033e-01
7.070126533508300781e-01,1.681405479572943840e-01
7.098517715930938721e-01,7.678712344733642503e-01
7.335598170757293701e-01,3.502464629996118184e-01
7.646966874599456787e-01,8.510222809510681330e-02
7.513414323329925537e-01,1.159870737043240396e-01
6.843181699514389038e-01,2.347990539230573326e-01
6.872132122516632080e-01,7.211469886095489557e-01
7.385637462139129639e-01,6.844303195557621677e-02
6.961907446384429932e-01,-1.510304453556994275e-01
7.360252141952514648e-01,-2.600099308001304621e-01
6.926825046539306641e-01,-3.287664251383874969e-01
7.433656156063079834e-01,-5.040068773380488309e-01
8.797590285539627075e-01,-2.735313198031130710e-01
8.833776414394378662e-01,-1.575150345505824667e-01
4.822509363293647766e-01,4.956783091626113524e-01
4.541441574692726135e-01,7.610416306786671470e-01
4.231701865792274475e-01,1.441474368587679855e+00
5.911666825413703918e-01,1.418245570157843805e+00
5.471857637166976929e-01,2.944222581088334678e+00
4.623880833387374878e-01,3.141592653589793116e+00
5.052912682294845581e-01,2.199259005268044742e+00
7.973726093769073486e-01,1.558664920627421235e+00
8.808784931898117065e-01,-5.810748061551995747e-02
7.175405025482177734e-01,7.006504062046201575e-01
7.388720214366912842e-01,1.003869647154527645e+00
7.546315640211105347e-01,4.161115290125587673e-01
8.352138400077819824e-01,4.782564294599631616e-01
8.210750669240951538e-01,8.021473348505261391e-01
8.070457726716995239e-01,8.681261105599382688e-01
7.609459757804870605e-01,7.683502757759286261e-01
6.730576753616333008e-01,9.284058255663110160e-01
6.202332898974418640e-01,8.884258895214993679e-01
6.188164353370666504e-01,1.359325034783901209e+00
6.893344372510910034e-01,7.720826128198909899e-01
6.888538748025894165e-01,4.674414154969355195e-01
5.646691620349884033e-01,7.571317773032943954e-01
4.978045523166656494e-01,1.097421034688182306e+00
6.528092324733734131e-01,7.778170644371038556e-01
6.826764792203903198e-01,1.035728211037305169e+00
6.454160809516906738e-01,1.294004923310498434e+00
6.945514678955078125e-01,9.213914025531515506e-01
6.863316595554351807e-01,3.148367766611874785e-01
6.492198109626770020e-01,3.437698320790800732e-01
6.408532857894897461e-01,3.561070766719807157e-01
6.503981947898864746e-01,2.343666855588935061e-01
6.303856521844863892e-01,4.192278956217367902e-01
6.149705499410629272e-01,5.736863442475321762e-01
5.953179374337196350e-01,6.261914337866905100e-01
5.774603933095932007e-01,7.187732226240961531e-01
5.722662508487701416e-01,7.734309785618789235e-01
5.959686413407325745e-01,8.155871749480980704e-01
7.156340777873992920e-01,2.821746424104787820e+00
7.864553034305572510e-01,7.121625650008143182e-01
7.205093055963516235e-01,1.064745202842914296e+00
7.956892549991607666e-01,2.062331558330265935e-01
9.376372098922729492e-01,-1.559368244826554228e+00
8.822840154170989990e-01,-1.561417172778341911e+00
8.977825343608856201e-01,-2.617493286930341334e-01
9.226195216178894043e-01,-4.447503155329708413e-01
8.910215348005294800e-01,-1.197891626823052613e+00
8.741303682327270508e-01,-1.158706769199305375e+00
9.763107746839523315e-01,-1.147066716252949536e+00
8.876634091138839722e-01,-1.936542137667417229e+00
7.882726788520812988e-01,3.521227432113560596e-02
7.277957946062088013e-01,-1.619585604412714375e-01
6.876273900270462036e-01,-7.142429515429782327e-02
7.256886512041091919e-01,5.711793942001408553e-02
7.312358617782592773e-01,3.622741307202499428e-01
7.860559225082397461e-01,1.004581397761796779e-01
8.280834555625915527e-01,1.623368125398467754e-01
6.459905654191970825e-01,1.139750346948229520e+00
6.047821566462516785e-01,7.081208851514828595e-01
8.387401401996612549e-01,2.512586378165080347e-01
7.070351392030715942e-01,-1.254134156064434791e-01
7.916098833084106445e-01,-4.330907882211434412e-01
6.697776019573211670e-01,-3.357947985383504808e-01
7.352036535739898682e-01,-5.493441364225835066e-01
7.897970676422119141e-01,-4.573086597127007380e-02
7.692402601242065430e-01,1.116353020355660419e-01
8.231835067272186279e-01,-5.106455761750736677e-01
8.179014772176742554e-01,-1.179530483493449466e-01
8.461416065692901611e-01,4.231296502826227268e-01
9.263478815555572510e-01,-7.026706843687433590e-01
9.151539057493209839e-01,-9.012612752754072254e-01
8.521273583173751831e-01,-1.280432039591125282e+00
8.479122221469879150e-01,-8.093808444752363940e-01
8.673636913299560547e-01,-2.204745345979013393e-01
8.207678198814392090e-01,6.735561334822648405e-01
7.724908292293548584e-01,4.600949920031949247e-01
7.696720957756042480e-01,-7.389622879454180726e-01
7.849656045436859131e-01,5.679608807989979802e-01
7.949284017086029053e-01,9.366952577572922323e-01
7.893503010272979736e-01,1.045395173705103709e-01
7.437365651130676270e-01,-5.988927270402659708e-01
7.685910314321517944e-01,-9.946775593986050268e-01
7.900644838809967041e-01,-2.765736276474464184e-01
8.042433112859725952e-01,1.617608207303331547e-01
