0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+00
2.999243959534546589e-01,1.906555641582788230e+00
6.948251873254776001e-01,4.095436588172591819e-01
6.900407522916793823e-01,3.245931060686109149e-01
6.863659918308258057e-01,8.239341875946770699e-02
6.818323880434036255e-01,-5.880734062464121337e-02
6.872397214174270630e-01,-2.325209276699546912e-01
7.005223780870437622e-01,-1.233888306114945266e-01
7.032968550920486450e-01,1.640112334633423430e-01
7.164586335420608521e-01,2.886842486748513181e-01
6.951765567064285278e-01,1.479276546262973113e-01
6.948167830705642700e-01,-2.196629778675918132e-01
7.112995833158493042e-01,-3.612865556866431405e-01
6.770751774311065674e-01,-1.487691719188699579e-01
6.598335355520248413e-01,-1.899050239065047663e-02
6.816565245389938354e-01,-4.055237003755696179e-02
6.860743016004562378e-01,-8.169046906736321390e-02
6.803949475288391113e-01,1.106065312288468938e-01
6.782455593347549438e-01,-2.100853351260401070e-02
6.838957220315933228e-01,8.055646178569375593e-02
6.810781955718994141e-01,-6.470320477104829493e-02
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
-9.000000000000000222e-01,-3.141592653589793116e+00
6.645812690258026123e-01,-1.058663770463987852e+00
6.868191063404083252e-01,-2.158488297632993547e+00
7.618611454963684082e-01,-2.454350722519125227e+00
8.489387035369873047e-01,-8.239452355520135995e-01
7.389643788337707520e-01,-5.338092103819880307e-02
7.200509607791900635e-01,1.170517971857591988e-01
6.984874308109283447e-01,4.793689962142622107e-02
7.003680616617202759e-01,1.068843058746438146e-03
6.931622624397277832e-01,-6.784962556924689636e-02
6.951970756053924561e-01,-3.269835844302013683e-01
7.035629749298095703e-01,-2.811401790969294545e-01
7.125848084688186646e-01,-5.049178656843711366e-02
7.243741899728775024e-01,-5.740526121212021771e-01
7.227316945791244507e-01,1.420729862530034637e-02
7.359768450260162354e-01,2.739155640141408554e-01
7.370541989803314209e-01,2.178016779369786882e-01
7.510524690151214600e-01,-8.613006263425537767e-02
6.831813603639602661e-01,-3.222374568606518608e-01
6.442929953336715698e-01,-4.588227916280858132e-01
6.406543999910354614e-01,-7.859700356296506207e-01
6.697518527507781982e-01,-5.280301924284067638e-01
6.839326918125152588e-01,6.138394897929311256e-02
6.612857282161712646e-01,1.507578042391028994e-01
6.535827815532684326e-01,1.824972748868831651e-01
6.462159156799316406e-01,6.734123227833999081e-02
6.368926018476486206e-01,-2.446205007400248377e-02
6.368906795978546143e-01,-1.600496887553896075e+00
6.453869789838790894e-01,-1.568934465103740905e+00
6.319510340690612793e-01,-1.745337948879764234e+00
6.229034066200256348e-01,-1.965496961306329338e+00
6.209179684519767761e-01,-2.122012436598399443e+00
6.593945026397705078e-01,-1.869889811067620977e+00
6.452816575765609741e-01,-1.738368279456485865e+00
6.526850014925003052e-01,-1.684056053065680958e+00
